problem,expected_szs,result,time_ms,steps,active_branches_max,csp_calls
SET/SET630^3.p,Theorem,thm,26,5.0,1.0,0.0
LCL/LCL583^1.p,Theorem,thm,26,4.0,1.0,0.0
SET/SET625^5.p,Theorem,thm,27,30.0,5.0,1.0
SEV/SEV241^5.p,Theorem,thm,27,12.0,2.0,0.0
SYO/SYO526^1.p,Theorem,thm,27,51.0,4.0,1.0
SEV/SEV387^5.p,Theorem,thm,27,4.0,1.0,0.0
LCL/LCL609^1.p,Theorem,thm,27,12.0,1.0,1.0
SET/SET636^5.p,Theorem,thm,27,42.0,5.0,1.0
SEU/SEU552^2.p,Theorem,thm,27,17.0,1.0,0.0
SEU/SEU602^2.p,Theorem,thm,27,20.0,2.0,1.0
SEU/SEU848^5.p,Theorem,thm,27,42.0,5.0,1.0
SYN/SYN361^5.p,Theorem,thm,28,29.0,4.0,1.0
SEU/SEU500^2.p,Theorem,thm,28,17.0,2.0,1.0
SEU/SEU591^2.p,Theorem,thm,28,20.0,2.0,1.0
SYO/SYO886^6.p,Theorem,thm,28,16.0,2.0,1.0
SYO/SYO384^5.p,Theorem,thm,28,1.0,1.0,0.0
CSR/CSR135^2.p,Theorem,thm,29,13.0,2.0,1.0
ITP/ITP010^3.p,Theorem,thm,29,5.0,1.0,0.0
SEV/SEV377^5.p,CounterSatisfiable,csa,29,16.0,2.0,0.0
SYN/SYN000^1.p,Theorem,thm,29,8.0,1.0,1.0
SEU/SEU849^5.p,Theorem,thm,29,41.0,5.0,1.0
SEV/SEV197^5.p,Theorem,thm,29,1.0,1.0,0.0
SEU/SEU588^2.p,Theorem,thm,29,30.0,4.0,3.0
SYO/SYO161^5.p,Theorem,thm,29,50.0,5.0,3.0
SET/SET587^5.p,Theorem,thm,29,43.0,5.0,1.0
SEU/SEU566^2.p,Theorem,thm,29,21.0,3.0,1.0
SEU/SEU571^2.p,Theorem,thm,30,30.0,4.0,2.0
SEU/SEU565^2.p,Theorem,thm,30,21.0,3.0,1.0
SEU/SEU519^2.p,Theorem,thm,30,27.0,3.0,1.0
SET/SET044^5.p,Theorem,thm,30,37.0,5.0,1.0
SYO/SYO149^5.p,Theorem,thm,30,58.0,5.0,2.0
NUM/NUM788^1.p,Theorem,thm,30,36.0,6.0,1.0
SEU/SEU908^5.p,Theorem,thm,30,16.0,3.0,1.0
SYN/SYN051^5.p,Theorem,thm,30,43.0,4.0,6.0
SET/SET616^5.p,Theorem,thm,30,43.0,5.0,1.0
SET/SET611^5.p,Theorem,thm,30,43.0,4.0,1.0
SYO/SYO323^5.p,CounterSatisfiable,csa,30,8.0,2.0,0.0
SYO/SYO112^5.p,Theorem,thm,30,53.0,7.0,1.0
LCL/LCL623^1.p,Theorem,thm,30,1.0,1.0,0.0
SYO/SYO353^5.p,Theorem,thm,31,24.0,2.0,1.0
CSR/CSR125^1.p,Theorem,thm,31,56.0,4.0,1.0
LCL/LCL591^1.p,Theorem,thm,31,13.0,1.0,1.0
SYO/SYO235^5.p,Theorem,thm,31,56.0,4.0,0.0
SET/SET066^1.p,Theorem,thm,31,21.0,3.0,0.0
SET/SET199^5.p,Theorem,thm,32,17.0,3.0,1.0
SEV/SEV162^5.p,Theorem,thm,32,28.0,3.0,1.0
SYO/SYO030^1.p,Theorem,thm,32,92.0,11.0,0.0
SEU/SEU584^2.p,Theorem,thm,32,26.0,3.0,1.0
SYN/SYN377^5.p,Theorem,thm,32,63.0,6.0,1.0
SEU/SEU582^2.p,Theorem,thm,33,27.0,3.0,1.0
LCL/LCL953^8.p,Theorem,thm,33,1.0,1.0,0.0
SEU/SEU775^2.p,Theorem,thm,33,14.0,1.0,1.0
SYO/SYO144^5.p,CounterSatisfiable,csa,33,34.0,5.0,0.0
SEU/SEU595^2.p,Theorem,thm,33,16.0,2.0,1.0
SEU/SEU592^2.p,Theorem,thm,34,30.0,4.0,2.0
SYN/SYN732^5.p,Theorem,thm,34,42.0,3.0,1.0
NUM/NUM750^1.p,Theorem,thm,34,26.0,3.0,3.0
SEU/SEU810^2.p,Theorem,thm,35,22.0,2.0,1.0
SYO/SYO377^5.p,Theorem,thm,35,60.0,5.0,0.0
SET/SET596^5.p,Theorem,thm,35,54.0,5.0,1.0
LCL/LCL608^1.p,Theorem,thm,35,17.0,2.0,1.0
SEU/SEU603^2.p,Theorem,thm,36,17.0,2.0,1.0
SET/SET144^5.p,Theorem,thm,36,22.0,2.0,1.0
SEU/SEU799^2.p,Theorem,thm,36,20.0,2.0,1.0
SEU/SEU927^5.p,Theorem,thm,36,29.0,3.0,5.0
SYO/SYO345^5.p,Theorem,thm,37,71.0,6.0,0.0
PUZ/PUZ140^1.p,Theorem,thm,37,45.0,5.0,1.0
SEU/SEU889^5.p,Theorem,thm,37,37.0,3.0,0.0
SYO/SYO547^1.p,Theorem,thm,37,14.0,2.0,1.0
SEU/SEU926^5.p,Theorem,thm,37,10.0,2.0,1.0
SET/SET076^1.p,Theorem,thm,37,14.0,2.0,0.0
SYO/SYO005^1.p,Theorem,thm,37,15.0,2.0,1.0
LCL/LCL612^1.p,Theorem,thm,38,20.0,2.0,1.0
SET/SET764^4.p,Theorem,thm,38,14.0,2.0,0.0
SEU/SEU719^2.p,Theorem,thm,38,19.0,2.0,1.0
SET/SET594^5.p,Theorem,thm,38,20.0,3.0,1.0
SEU/SEU577^2.p,Theorem,thm,38,39.0,5.0,4.0
SEU/SEU605^2.p,Theorem,thm,38,27.0,3.0,3.0
SEU/SEU967^5.p,Theorem,thm,39,4.0,1.0,1.0
SEU/SEU856^5.p,Theorem,thm,39,46.0,5.0,1.0
SEU/SEU994^5.p,CounterSatisfiable,csa,39,18.0,3.0,0.0
SEU/SEU606^2.p,Theorem,thm,39,27.0,3.0,2.0
SEU/SEU587^2.p,Theorem,thm,39,48.0,8.0,3.0
NUM/NUM752^1.p,Theorem,thm,39,29.0,3.0,3.0
SYO/SYO101^5.p,Theorem,thm,39,38.0,3.0,5.0
SET/SET014^5.p,Theorem,thm,40,54.0,7.0,1.0
SEU/SEU548^2.p,Theorem,thm,40,16.0,2.0,0.0
SET/SET607^3.p,Theorem,thm,41,25.0,3.0,0.0
SEU/SEU597^2.p,Theorem,thm,41,51.0,8.0,2.0
SET/SET606^3.p,Theorem,thm,41,25.0,3.0,0.0
SET/SET632^5.p,Theorem,thm,41,59.0,8.0,1.0
SEV/SEV290^5.p,Theorem,thm,42,5.0,1.0,1.0
SEU/SEU857^5.p,Theorem,thm,42,4.0,1.0,0.0
SEU/SEU586^2.p,Theorem,thm,42,23.0,3.0,2.0
SEU/SEU572^2.p,Theorem,thm,42,38.0,3.0,3.0
SEU/SEU521^2.p,Theorem,thm,42,25.0,3.0,1.0
SYO/SYO503^1.p,Theorem,thm,42,62.0,6.0,0.0
LCL/LCL614^1.p,Theorem,thm,42,8.0,1.0,0.0
LCL/LCL620^1.p,Theorem,thm,42,6.0,1.0,0.0
SEU/SEU609^2.p,Theorem,thm,43,65.0,8.0,3.0
SET/SET638^5.p,Theorem,thm,43,55.0,5.0,1.0
SET/SET924^1.p,Theorem,thm,44,1.0,1.0,0.0
SEV/SEV394^5.p,Theorem,thm,44,61.0,6.0,1.0
SEV/SEV233^5.p,Theorem,thm,44,97.0,11.0,1.0
SET/SET623^5.p,Theorem,thm,45,4.0,1.0,0.0
SEU/SEU886^5.p,Theorem,thm,45,70.0,5.0,1.0
SEV/SEV065^5.p,Theorem,thm,46,12.0,1.0,0.0
SEU/SEU635^2.p,Theorem,thm,46,52.0,7.0,3.0
SEU/SEU846^5.p,Theorem,thm,46,31.0,5.0,1.0
LCL/LCL590^1.p,Theorem,thm,47,24.0,4.0,1.0
SEU/SEU800^2.p,Theorem,thm,47,18.0,2.0,1.0
NUM/NUM784^1.p,Theorem,thm,47,52.0,7.0,1.0
CSR/CSR140^1.p,Theorem,thm,47,17.0,2.0,1.0
SYO/SYO032^1.p,Theorem,thm,47,20.0,1.0,0.0
SYO/SYO193^5.p,Theorem,thm,47,3.0,1.0,0.0
SYO/SYO932^8.p,Theorem,thm,47,17.0,2.0,1.0
SEU/SEU720^2.p,Theorem,thm,48,30.0,3.0,2.0
SYO/SYO044^1.p,Theorem,thm,48,5.0,1.0,0.0
SEU/SEU589^2.p,Theorem,thm,48,27.0,3.0,3.0
SEU/SEU580^2.p,Theorem,thm,48,54.0,7.0,2.0
NUM/NUM785^1.p,Theorem,thm,48,78.0,12.0,1.0
LCL/LCL589^1.p,Theorem,thm,48,23.0,4.0,1.0
SYO/SYO150^5.p,CounterSatisfiable,csa,49,24.0,4.0,0.0
SYO/SYO886^8.p,Theorem,thm,49,16.0,2.0,1.0
SET/SET592^5.p,Theorem,thm,49,93.0,11.0,1.0
SYO/SYO111^5.p,Theorem,thm,50,51.0,4.0,1.0
SEU/SEU769^2.p,Theorem,thm,50,18.0,2.0,1.0
SYO/SYO281^5.p,Theorem,thm,50,6.0,1.0,1.0
LCL/LCL587^1.p,Theorem,thm,50,15.0,2.0,1.0
NUM/NUM789^1.p,Theorem,thm,50,53.0,6.0,1.0
SYO/SYO299^5.p,Theorem,thm,50,31.0,4.0,0.0
SYO/SYO053^2.p,Theorem,thm,51,5.0,1.0,1.0
SET/SET014^4.p,Theorem,thm,51,65.0,8.0,1.0
SET/SET143^3.p,Theorem,thm,52,36.0,3.0,0.0
SEV/SEV131^5.p,Theorem,thm,52,20.0,3.0,3.0
SEV/SEV048^5.p,Theorem,thm,52,6.0,1.0,1.0
SEV/SEV135^5.p,Theorem,thm,52,15.0,2.0,1.0
LCL/LCL597^1.p,Theorem,thm,52,8.0,1.0,1.0
SYO/SYO188^5.p,Theorem,thm,52,3.0,1.0,0.0
SEU/SEU601^2.p,Theorem,thm,53,26.0,3.0,3.0
LCL/LCL586^1.p,Theorem,thm,53,52.0,6.0,1.0
SEU/SEU522^2.p,Theorem,thm,53,35.0,3.0,1.0
LCL/LCL607^1.p,Theorem,thm,53,36.0,6.0,1.0
SEV/SEV409^5.p,Theorem,thm,53,7.0,1.0,1.0
SET/SET614^3.p,Theorem,thm,54,36.0,3.0,0.0
LCL/LCL613^1.p,Theorem,thm,54,20.0,3.0,1.0
SET/SET600^5.p,Theorem,thm,54,55.0,4.0,1.0
SEU/SEU534^2.p,Theorem,thm,54,39.0,3.0,3.0
SYO/SYO084^5.p,Theorem,thm,55,27.0,3.0,3.0
SEU/SEU738^2.p,Theorem,thm,55,22.0,2.0,1.0
SEV/SEV427^1.p,Theorem,thm,56,72.0,8.0,1.0
SEU/SEU455^1.p,Theorem,thm,56,5.0,1.0,0.0
SEU/SEU739^2.p,Theorem,thm,56,23.0,2.0,1.0
SYO/SYO256^5.p,Theorem,thm,56,85.0,5.0,0.0
SEV/SEV391^5.p,Theorem,thm,56,28.0,3.0,3.0
SYO/SYO265^5.p,Theorem,thm,57,65.0,5.0,3.0
ITP/ITP001^1.p,Theorem,thm,57,7.0,2.0,0.0
SEU/SEU614^2.p,Theorem,thm,57,28.0,4.0,1.0
SET/SET201^5.p,Theorem,thm,57,75.0,8.0,1.0
SEU/SEU721^2.p,Theorem,thm,57,23.0,2.0,1.0
SET/SET609^3.p,Theorem,thm,58,38.0,3.0,0.0
SEU/SEU821^2.p,Theorem,thm,58,11.0,1.0,0.0
SEU/SEU454^1.p,Theorem,thm,58,3.0,1.0,0.0
SEU/SEU459^1.p,Theorem,thm,58,5.0,1.0,0.0
CSR/CSR151^1.p,Theorem,thm,59,115.0,6.0,0.0
SET/SET589^5.p,Theorem,thm,59,47.0,8.0,1.0
SEU/SEU457^1.p,Theorem,thm,59,5.0,1.0,0.0
LCL/LCL580^1.p,Theorem,thm,60,4.0,1.0,0.0
SET/SET612^3.p,Theorem,thm,60,36.0,3.0,0.0
SEU/SEU458^1.p,Theorem,thm,60,3.0,1.0,0.0
SEU/SEU722^2.p,Theorem,thm,60,23.0,2.0,1.0
SEV/SEV230^5.p,Theorem,thm,60,65.0,8.0,1.0
SYO/SYO267^5.p,Theorem,thm,60,12.0,2.0,1.0
SET/SET200^5.p,Theorem,thm,61,65.0,8.0,1.0
SET/SET171^3.p,Theorem,thm,61,36.0,3.0,0.0
LCL/LCL699^1.p,Theorem,thm,62,16.0,2.0,1.0
SEU/SEU523^2.p,Theorem,thm,62,42.0,5.0,1.0
SET/SET580^3.p,Theorem,thm,62,46.0,4.0,0.0
SET/SET615^3.p,Theorem,thm,63,67.0,5.0,0.0
SEU/SEU818^2.p,Theorem,thm,64,15.0,1.0,0.0
SEU/SEU576^2.p,Theorem,thm,64,97.0,12.0,4.0
LCL/LCL585^1.p,Theorem,thm,65,39.0,8.0,1.0
SYO/SYO050^2.p,Theorem,thm,65,16.0,3.0,1.0
SEU/SEU511^2.p,Theorem,thm,65,42.0,3.0,2.0
LCL/LCL719^1.p,Theorem,thm,65,30.0,3.0,1.0
SYO/SYO163^5.p,CounterSatisfiable,csa,66,13.0,4.0,0.0
SYO/SYO932^10.p,Theorem,thm,66,16.0,2.0,1.0
SYO/SYO481^6.p,Theorem,thm,67,11.0,1.0,0.0
SEV/SEV013^5.p,Theorem,thm,67,101.0,5.0,2.0
SET/SET633^5.p,Theorem,thm,68,187.0,24.0,1.0
LCL/LCL592^1.p,Theorem,thm,68,53.0,7.0,1.0
SYO/SYO158^5.p,CounterSatisfiable,csa,68,17.0,2.0,0.0
SYO/SYO886^10.p,Theorem,thm,69,14.0,2.0,1.0
SYO/SYO054^1.p,CounterSatisfiable,csa,69,13.0,1.0,0.0
SEU/SEU724^2.p,Theorem,thm,69,29.0,3.0,1.0
SYO/SYO137^5.p,CounterSatisfiable,csa,69,182.0,13.0,0.0
SWV/SWV429^1.p,Theorem,thm,70,25.0,2.0,1.0
SEU/SEU629^2.p,Theorem,thm,70,35.0,4.0,3.0
ITP/ITP010^2.p,Theorem,thm,71,15.0,1.0,0.0
SEU/SEU465^1.p,Theorem,thm,71,5.0,1.0,0.0
SEU/SEU524^2.p,Theorem,thm,71,101.0,11.0,3.0
QUA/QUA002^1.p,Theorem,thm,71,67.0,4.0,0.0
SEU/SEU747^2.p,Theorem,thm,71,33.0,3.0,2.0
SYO/SYO133^5.p,Theorem,thm,72,63.0,4.0,2.0
SEU/SEU798^2.p,Theorem,thm,72,30.0,3.0,4.0
SWV/SWV442^1.p,Theorem,thm,73,6.0,1.0,0.0
SEV/SEV097^5.p,Theorem,thm,73,23.0,2.0,1.0
SYO/SYO148^5.p,Theorem,thm,74,143.0,18.0,1.0
SYO/SYO527^1.p,Theorem,thm,75,8.0,1.0,1.0
SEU/SEU784^2.p,Theorem,thm,75,26.0,2.0,1.0
LCL/LCL859^1.p,Theorem,thm,75,30.0,3.0,3.0
SET/SET648^3.p,Theorem,thm,76,26.0,3.0,1.0
SYO/SYO475^6.p,Theorem,thm,76,39.0,4.0,1.0
SEU/SEU456^1.p,Theorem,thm,77,16.0,2.0,1.0
LCL/LCL722^1.p,Theorem,thm,77,103.0,13.0,1.0
SYO/SYO476^6.p,Theorem,thm,77,23.0,2.0,1.0
LCL/LCL701^1.p,Theorem,thm,78,38.0,5.0,1.0
SWV/SWV443^1.p,Theorem,thm,78,7.0,1.0,0.0
SET/SET753^4.p,Theorem,thm,78,78.0,6.0,1.0
SEU/SEU783^2.p,Theorem,thm,78,24.0,2.0,1.0
SYN/SYN055^5.p,Theorem,thm,78,198.0,24.0,1.0
SYO/SYO480^6.p,Theorem,thm,78,27.0,3.0,1.0
SYO/SYO478^6.p,Theorem,thm,79,26.0,3.0,1.0
LCL/LCL952^12.p,Theorem,thm,79,1.0,1.0,0.0
SYN/SYN058^5.p,Theorem,thm,80,172.0,20.0,1.0
SEU/SEU453^1.p,Theorem,thm,81,5.0,1.0,0.0
SET/SET623^3.p,Theorem,thm,81,122.0,10.0,0.0
SYO/SYO058^4.p,Theorem,thm,81,188.0,14.0,1.0
NUM/NUM669^1.p,Theorem,thm,81,50.0,3.0,2.0
SET/SET657^3.p,Theorem,thm,82,26.0,2.0,1.0
SET/SET684^3.p,Theorem,thm,82,11.0,2.0,0.0
SYO/SYO487^6.p,Theorem,thm,83,37.0,4.0,1.0
LCL/LCL700^1.p,Theorem,thm,84,36.0,5.0,1.0
LCL/LCL951^24.p,Theorem,thm,85,1.0,1.0,0.0
SYO/SYO488^6.p,Theorem,thm,85,27.0,3.0,1.0
SEU/SEU495^1.p,Theorem,thm,86,74.0,7.0,1.0
SEV/SEV049^5.p,Theorem,thm,86,22.0,4.0,1.0
SET/SET672^3.p,Theorem,thm,87,25.0,3.0,1.0
SET/SET647^3.p,Theorem,thm,87,27.0,4.0,1.0
SYO/SYO017^1.p,Theorem,thm,90,265.0,10.0,0.0
SET/SET670^3.p,Theorem,thm,90,26.0,3.0,1.0
SYN/SYN996^1.p,Theorem,thm,90,9.0,1.0,1.0
ITP/ITP010^1.p,Theorem,thm,91,7.0,1.0,0.0
SEU/SEU514^2.p,Theorem,thm,92,50.0,4.0,1.0
SEU/SEU853^5.p,Theorem,thm,92,220.0,31.0,1.0
SEU/SEU474^1.p,Theorem,thm,93,37.0,3.0,0.0
SYO/SYO268^5.p,Theorem,thm,93,59.0,4.0,1.0
SEU/SEU746^2.p,Theorem,thm,93,37.0,3.0,2.0
SEV/SEV055^5.p,Theorem,thm,94,25.0,3.0,1.0
SEU/SEU502^1.p,Theorem,thm,94,6.0,1.0,0.0
SEU/SEU803^2.p,Theorem,thm,95,108.0,11.0,1.0
SEU/SEU850^5.p,Theorem,thm,95,19.0,2.0,0.0
SEU/SEU919^5.p,Theorem,thm,95,36.0,3.0,2.0
SET/SET601^3.p,Theorem,thm,96,78.0,8.0,0.0
SET/SET649^3.p,Theorem,thm,96,69.0,9.0,1.0
SEU/SEU460^1.p,Theorem,thm,96,40.0,4.0,1.0
SWV/SWV435^3.p,Theorem,thm,98,206.0,12.0,1.0
SYO/SYO045^1.p,Theorem,thm,98,49.0,7.0,1.0
SEU/SEU503^1.p,Theorem,thm,98,6.0,1.0,0.0
SET/SET582^5.p,Theorem,thm,100,143.0,18.0,1.0
SET/SET683^3.p,Theorem,thm,100,44.0,5.0,1.0
SYO/SYO178^5.p,Theorem,thm,101,1.0,1.0,0.0
SEU/SEU786^2.p,Theorem,thm,101,38.0,3.0,2.0
LCL/LCL594^1.p,Theorem,thm,104,12.0,2.0,1.0
SYO/SYO298^5.p,Theorem,thm,105,12.0,2.0,1.0
SYO/SYO047^1.p,Theorem,thm,107,59.0,8.0,1.0
LCL/LCL711^1.p,Theorem,thm,108,19.0,3.0,2.0
SYO/SYO046^1.p,Theorem,thm,108,39.0,8.0,1.0
NUM/NUM415^1.p,Theorem,thm,113,13.0,2.0,0.0
SET/SET925^7.p,Theorem,thm,115,1.0,1.0,0.0
SET/SET651^3.p,Theorem,thm,116,145.0,10.0,1.0
SET/SET557^1.p,Theorem,thm,118,32.0,3.0,1.0
SEU/SEU467^1.p,Theorem,thm,119,20.0,2.0,1.0
SEU/SEU777^2.p,Theorem,thm,120,30.0,2.0,1.0
SET/SET680^3.p,Theorem,thm,120,86.0,7.0,1.0
SYO/SYO052^2.p,Theorem,thm,121,28.0,3.0,1.0
ITP/ITP001^5.p,Theorem,thm,121,1.0,1.0,0.0
SYO/SYO105^5.p,Theorem,thm,121,112.0,6.0,1.0
SET/SET646^3.p,Theorem,thm,122,175.0,14.0,1.0
SYO/SYO262^5.p,Theorem,thm,124,7.0,1.0,1.0
SEU/SEU822^2.p,Theorem,thm,125,50.0,6.0,1.0
PUZ/PUZ084^1.p,Theorem,thm,126,30.0,2.0,1.0
SYO/SYO292^5.p,Theorem,thm,129,12.0,2.0,2.0
LCL/LCL733^5.p,Theorem,thm,137,16.0,2.0,1.0
SYO/SYO270^5.p,Theorem,thm,139,21.0,1.0,1.0
SEV/SEV096^5.p,Theorem,thm,142,108.0,4.0,4.0
SEU/SEU501^1.p,Theorem,thm,142,43.0,1.0,1.0
SYN/SYN049^5.p,Theorem,thm,144,105.0,4.0,4.0
SEV/SEV361^5.p,CounterSatisfiable,csa,150,138.0,14.0,0.0
SYO/SYO208^5.p,Theorem,thm,151,114.0,9.0,1.0
SEU/SEU718^2.p,Theorem,thm,155,264.0,45.0,1.0
SYO/SYO516^1.p,Theorem,thm,159,215.0,15.0,1.0
SEV/SEV365^5.p,CounterSatisfiable,csa,161,154.0,21.0,0.0
SYO/SYO213^5.p,Theorem,thm,166,77.0,4.0,1.0
SEU/SEU472^1.p,Theorem,thm,168,33.0,3.0,1.0
SYO/SYO512^1.p,Theorem,thm,174,317.0,37.0,1.0
SET/SET640^3.p,Theorem,thm,191,418.0,25.0,1.0
PUZ/PUZ090^5.p,Theorem,thm,196,1.0,1.0,0.0
SYO/SYO259^5.p,Theorem,thm,205,52.0,5.0,1.0
SEU/SEU504^1.p,Theorem,thm,207,51.0,1.0,1.0
SYN/SYN357^7.p,Theorem,thm,211,185.0,15.0,1.0
SEV/SEV088^5.p,Theorem,thm,228,23.0,3.0,1.0
LCL/LCL702^1.p,Theorem,thm,240,463.0,121.0,3.0
SYO/SYO296^5.p,Theorem,thm,246,45.0,5.0,2.0
ALG/ALG254^2.p,Theorem,thm,260,2.0,1.0,0.0
SYO/SYO258^5.p,Theorem,thm,266,54.0,3.0,2.0
SYO/SYO550^1.p,Theorem,thm,280,24.0,3.0,1.0
ALG/ALG267^2.p,Theorem,thm,280,15.0,3.0,1.0
SEU/SEU615^2.p,Theorem,thm,282,258.0,33.0,2.0
SYO/SYO897^6.p,Theorem,thm,284,619.0,63.0,1.0
ALG/ALG250^3.p,Theorem,thm,312,41.0,5.0,1.0
ITP/ITP001^4.p,Theorem,thm,315,31.0,4.0,0.0
SEV/SEV056^5.p,Theorem,thm,318,49.0,4.0,1.0
SYO/SYO260^5.p,Theorem,thm,324,90.0,6.0,1.0
ALG/ALG260^2.p,Theorem,thm,330,48.0,3.0,2.0
ITP/ITP001^7.p,Theorem,thm,332,25.0,4.0,0.0
SYO/SYO515^1.p,Theorem,thm,338,108.0,61.0,0.0
SEU/SEU499^1.p,Theorem,thm,341,92.0,4.0,1.0
ALG/ALG262^2.p,Theorem,thm,347,18.0,3.0,1.0
SYN/SYN374^5.p,Theorem,thm,352,150.0,10.0,2.0
PUZ/PUZ091^5.p,Theorem,thm,362,1.0,1.0,0.0
ITP/ITP114^2.p,Theorem,thm,365,26.0,1.0,1.0
ALG/ALG247^2.p,Theorem,thm,390,23.0,3.0,1.0
ALG/ALG261^2.p,Theorem,thm,423,161.0,14.0,2.0
ALG/ALG268^4.p,Theorem,thm,458,28.0,3.0,1.0
ALG/ALG254^1.p,Theorem,thm,476,2.0,1.0,0.0
SYN/SYN056^5.p,Theorem,thm,503,1082.0,148.0,1.0
COM/COM163^1.p,Theorem,thm,558,2.0,1.0,0.0
ALG/ALG255^1.p,Theorem,thm,559,2.0,1.0,0.0
DAT/DAT159^1.p,Theorem,thm,568,112.0,6.0,1.0
SYO/SYO180^5.p,Theorem,thm,575,12.0,1.0,0.0
SEU/SEU723^2.p,Theorem,thm,665,1345.0,428.0,1.0
ITP/ITP034^1.p,Theorem,thm,691,2.0,1.0,0.0
SEU/SEU513^1.p,Theorem,thm,701,113.0,1.0,1.0
COM/COM190^1.p,Theorem,thm,725,1.0,1.0,0.0
ITP/ITP037^1.p,Theorem,thm,763,9.0,1.0,1.0
SYO/SYO095^5.p,Theorem,thm,807,256.0,7.0,3.0
SCT/SCT171^1.p,Theorem,thm,858,29.0,4.0,0.0
ITP/ITP114^1.p,Theorem,thm,861,4.0,1.0,1.0
SYO/SYO176^5.p,CounterSatisfiable,csa,863,10.0,4.0,0.0
ITP/ITP041^1.p,Theorem,thm,871,21.0,1.0,0.0
SYO/SYO552^1.p,Theorem,thm,899,15.0,3.0,1.0
SYO/SYO553^1.p,Theorem,thm,988,26.0,3.0,1.0
COM/COM195^1.p,Theorem,thm,1045,16.0,1.0,0.0
CSR/CSR136^1.p,Theorem,thm,1079,156.0,4.0,2.0
ITP/ITP039^1.p,Theorem,thm,1102,1.0,1.0,0.0
SEU/SEU714^2.p,Theorem,thm,1237,2871.0,450.0,2.0
SYO/SYO376^5.p,Theorem,thm,1263,2407.0,253.0,0.0
LCL/LCL588^1.p,Theorem,thm,1324,324.0,28.0,1.0
SEU/SEU560^1.p,Theorem,thm,1368,13.0,1.0,0.0
SEU/SEU547^1.p,Theorem,thm,1394,23.0,1.0,0.0
SEU/SEU561^1.p,Theorem,thm,1412,13.0,1.0,0.0
SEU/SEU918^5.p,Theorem,thm,1497,77.0,5.0,2.0
CSR/CSR136^2.p,Theorem,thm,1582,174.0,4.0,2.0
SEU/SEU548^1.p,Theorem,thm,1650,35.0,2.0,0.0
SEU/SEU529^1.p,Theorem,thm,1756,164.0,1.0,1.0
SEU/SEU520^1.p,Theorem,thm,1787,75.0,1.0,0.0
SEU/SEU568^1.p,Theorem,thm,2038,15.0,1.0,0.0
SCT/SCT171^2.p,Theorem,thm,2194,92.0,8.0,0.0
ITP/ITP039^2.p,Theorem,thm,3016,1.0,1.0,0.0
